ID,the_geom,NEIGHBORHOOD,COMMUNITY,POPULATION,PLANNING_DISTRICT
57,"POLYGON ((-91.05838887927662 30.480535294014008, -91.05835513047042 30.47967054249968, -91.05812040714298 30.47368109305373, -91.05809718455865 30.472621822064745, -91.0646890906133 30.472403915719774, -91.06795751087166 30.472321939750557, -91.07796255274056 30.472058400332106, -91.08476671087894 30.4718808664051, -91.09098887146712 30.471681916866658, -91.09644539781199 30.471488965416743, -91.10063550653041 30.471405322561914, -91.10885268393352 30.471218595426368, -91.11028708168243 30.473166973756197, -91.11150535270782 30.474915174803687, -91.11224955934298 30.47595664291038, -91.11268712392946 30.476568975788243, -91.11276294570719 30.476675599975746, -91.11206522982397 30.476927120636415, -91.11045578242764 30.477507293832637, -91.10898056529724 30.477933485722296, -91.1071760129534 30.478574410481965, -91.10564475278781 30.479115091021086, -91.10425628130945 30.479610435653612, -91.10319769763998 30.47997851547967, -91.10276796763974 30.480117706523636, -91.10210952809821 30.48030774242386, -91.10173197435059 30.4804101500056, -91.10143267450272 30.48048871032427, -91.09776562628548 30.481464068798267, -91.09618531722337 30.481887871119174, -91.09286459724508 30.482779676019494, -91.0899344959533 30.483567707354236, -91.08972548835833 30.48362391589599, -91.08972536954505 30.48362394724969, -91.08759126981431 30.484191038435668, -91.0864565079621 30.484497656851246, -91.08633364489214 30.484531997588643, -91.08378129492844 30.485286674742675, -91.08377226808537 30.48528900219736, -91.08316861723296 30.485444626701245, -91.08313206107363 30.485454665275146, -91.0830342826348 30.485482477892624, -91.0827596194492 30.485568692066344, -91.08238803741148 30.485676496956117, -91.08235303686406 30.485685017374248, -91.08224685853912 30.48571662472147, -91.0821406770219 30.485748231977215, -91.08212864203611 30.4857542665299, -91.08208968521717 30.485770326988913, -91.08206522824493 30.48577891696576, -91.08141940565137 30.485984652689588, -91.08117469016818 30.48608190418938, -91.0807392534761 30.486248804538256, -91.08012819198875 30.486505515845444, -91.07963041393472 30.486734041713373, -91.07940984591227 30.48684190218106, -91.07932608578855 30.486883141008526, -91.07917718482031 30.48695498007603, -91.07902562491653 30.487034369602693, -91.07879598108794 30.487157738925927, -91.0785868710467 30.487273593450098, -91.07840198214605 30.48737381723801, -91.07813690747192 30.48752784253897, -91.07762057406921 30.487841697794707, -91.0769483357312 30.48826921829506, -91.07626077360631 30.488699232260952, -91.07562653895198 30.489102319582337, -91.07506163945497 30.489460424887103, -91.07453108930635 30.48978776942667, -91.07425309330053 30.48994384265839, -91.07413603746588 30.490011768346662, -91.0739915508504 30.490091532146838, -91.07350858495786 30.490341047764467, -91.07346331950514 30.49036367026584, -91.07333732632698 30.49042255068104, -91.07328576281583 30.490446103407823, -91.07311291303984 30.49052014549904, -91.07290432610459 30.490602104850655, -91.07246818863888 30.490770316010877, -91.07215470595008 30.490876461080855, -91.071414602721 30.49115887112802, -91.06959610519081 30.491884366977455, -91.06798251433244 30.492484541925336, -91.06638451256896 30.493112748632015, -91.06594950376238 30.493280654543273, -91.06543928914962 30.49344789440266, -91.06521181189878 30.493512869703363, -91.06507653586233 30.493544049746635, -91.06498243183546 30.493572621384967, -91.06475131263106 30.49362711278535, -91.06451861068145 30.493676301816055, -91.06428449380994 30.493720158139748, -91.0640491194392 30.493758645986812, -91.06381265952948 30.493791746757424, -91.0635752683679 30.4938194291879, -91.06333711790406 30.493841679191238, -91.06309837177677 30.493858474545704, -91.06285919670626 30.493869809274518, -91.06261975940797 30.493875679205967, -91.0625274692577 30.4938735906001, -91.06075825929162 30.493833556720055, -91.06075525781056 30.49371162154477, -91.06074520413735 30.493303087349098, -91.06074296966176 30.493258771329884, -91.06074005641172 30.49299021316539, -91.06074080661988 30.492749721376107, -91.06074342089262 30.492536323439154, -91.06073686718061 30.49228936316863, -91.06071376335542 30.491093219778485, -91.06068544844433 30.48998330035593, -91.06066741553809 30.488942101577916, -91.06064933524647 30.488551331845077, -91.06064216058624 30.488433489583308, -91.06062932457317 30.4882672359843, -91.06061303657303 30.48810142900173, -91.06060016284316 30.488008814895515, -91.06058790537263 30.48793150116488, -91.0605768609925 30.48787213842127, -91.06054820086034 30.487736366491287, -91.06050944700648 30.487564134610675, -91.06048483474301 30.487477204572983, -91.06045510280615 30.487381298293318, -91.06044597238109 30.487355873555416, -91.06037835311848 30.48718147574426, -91.06032749794419 30.487057590533624, -91.0603137056329 30.48702680057299, -91.06024324696736 30.486876433383323, -91.06019011033138 30.48677740987236, -91.06012381032808 30.48666173580168, -91.05993997403965 30.4863530725674, -91.05991421626796 30.486312095106125, -91.05960544411838 30.48584540096907, -91.059380578425 30.485497108809362, -91.05916117422052 30.485159737190628, -91.05913594330057 30.485119052924567, -91.05901507091741 30.48491670781166, -91.05894585979 30.484789156692592, -91.05888179243134 30.48466598944255, -91.05886546699669 30.484632111675726, -91.05877178647088 30.484425302436772, -91.05872777739839 30.4843180982765, -91.05862988595898 30.48406706786332, -91.05856318912903 30.48377062512508, -91.05853936231777 30.483635704254514, -91.05851363513837 30.48348860687588, -91.05850924783672 30.483457876820555, -91.0585005848606 30.483373787577808, -91.05849201236893 30.483258534659367, -91.05845261844307 30.48238034030522, -91.05841333047361 30.481341951486286, -91.05841318688303 30.481338893164, -91.05840965459399 30.481161979590063, -91.0583996333716 30.480948321051006, -91.05838887927662 30.480535294014008))",PARK FOREST/OAKCREST,EAST,6857,6
58,"POLYGON ((-91.05653015711216 30.430061714930865, -91.05657550016338 30.43019699546265, -91.0567909680338 30.430839848286737, -91.05712657244764 30.43179175518612, -91.05723423823378 30.432115616542497, -91.05730579913673 30.432301743368832, -91.0573326579519 30.43250482896091, -91.05733291435567 30.432507337291824, -91.0573420023441 30.432608850723287, -91.05735127813553 30.43268737220655, -91.05733833086386 30.432788188337305, -91.05734328229853 30.43411091265469, -91.05734413471272 30.43423345357722, -91.05737039645803 30.434422348016096, -91.05737068679504 30.43444111648631, -91.05737109055994 30.434616846958324, -91.05737442240577 30.434679582145026, -91.05737753025741 30.43471316330439, -91.05735755299649 30.434806732699624, -91.05734995207948 30.434905351626576, -91.05735542690518 30.435109102371612, -91.05735692799131 30.43521475940235, -91.0573584290781 30.435320417331916, -91.05735868321513 30.435452591221175, -91.05735894874519 30.435523733731863, -91.05736311482183 30.43562642755316, -91.0573672788175 30.43572912407315, -91.05736373939457 30.43574443407287, -91.05736207347616 30.435760254051427, -91.05736376729544 30.43597074444337, -91.05736116869738 30.43613260534799, -91.05736615160961 30.436182635395706, -91.05737184877243 30.436236755177042, -91.05738693710474 30.436447886908205, -91.05738573831633 30.43655970851725, -91.05738659793393 30.436629488294408, -91.05738516500566 30.43664949893448, -91.05738767475513 30.43667243333626, -91.05737261826957 30.43681504029813, -91.05693204512612 30.436912674624214, -91.05650143240139 30.43702807412305, -91.0562525873426 30.43708057563423, -91.05575282386893 30.437219770889783, -91.05547196252536 30.4373238543255, -91.05530835260404 30.437350532367763, -91.05499620200294 30.43745249496034, -91.05420996236441 30.437688571981738, -91.05398080275017 30.437758209756048, -91.05294957636518 30.43807414799343, -91.05222453565163 30.438301789375142, -91.05136120860222 30.438570182195214, -91.05125556644155 30.438613826116846, -91.0509562143649 30.438695880333633, -91.05036946240847 30.43887934034359, -91.04985776024958 30.43904585424072, -91.04906106269866 30.439287490939307, -91.0489450498503 30.43932267714075, -91.04822790914777 30.43954347306017, -91.04776207970191 30.439680277403408, -91.04765934463063 30.43971486780706, -91.047394565459 30.439813370458324, -91.04737295630882 30.439819627490404, -91.04735134819693 30.43982588452112, -91.04730813092141 30.439838399471935, -91.04696744184824 30.439940962420522, -91.04654860227734 30.4400717499066, -91.04594803159702 30.440250030148235, -91.04553919199188 30.440370833865728, -91.04548407474486 30.440389383417877, -91.04542895643613 30.440407932944748, -91.04497403967365 30.44055063549473, -91.04435169447235 30.440747673934254, -91.04358141913798 30.440988883353164, -91.04286400490224 30.441211329210972, -91.04248566332058 30.44133236365472, -91.04226930738459 30.441401577158555, -91.04183468936061 30.4415254717595, -91.041103706372 30.44174277957053, -91.04086660833796 30.44182092878184, -91.04053855373016 30.44195189793787, -91.04013405900845 30.442108869855463, -91.04000688490189 30.442185033036278, -91.03960166420866 30.44237739943083, -91.03929720017427 30.442539202358603, -91.03894726243753 30.442726558591097, -91.03839367513488 30.443026340160433, -91.03796664680904 30.443247726091343, -91.03758108821302 30.443464073236758, -91.03671704821632 30.443942736948653, -91.03631170140747 30.444172720566453, -91.03554044390103 30.444644741672132, -91.03505782636604 30.444968614711236, -91.03476104396634 30.44518101770289, -91.03438127069292 30.44545281586069, -91.03428527865228 30.44556110756685, -91.03407854933624 30.44568644248846, -91.03387478607041 30.445833068420537, -91.03351075530928 30.446104184332167, -91.03314077052072 30.446385544183855, -91.03233365989907 30.446953245292757, -91.0319933902526 30.447197045489922, -91.03186944435578 30.44729417610049, -91.03141563681496 30.447638698548786, -91.03067770035047 30.44817233675518, -91.03055694856681 30.44827622730585, -91.02982497456152 30.448799778234925, -91.0294490805785 30.449069142508012, -91.02898132708276 30.449367261065124, -91.02859274180388 30.44958368751829, -91.02823485956647 30.449770995017992, -91.02787300986613 30.449965134662666, -91.0277526890264 30.450038644228997, -91.0272066911829 30.450309077515538, -91.02696148804999 30.45044362430676, -91.02653438430191 30.450671816893063, -91.02586011958616 30.451027705993233, -91.02536705383052 30.45131212596871, -91.02498818398423 30.451466936028677, -91.02461885265724 30.45164849590924, -91.024560594033 30.45143345816835, -91.02455161247657 30.45137322512558, -91.0245477300505 30.451324606546688, -91.02454694309884 30.45091346341081, -91.02453833212897 30.448964979102872, -91.02453687115936 30.448869302760976, -91.02453560186487 30.448843891777102, -91.02453122755016 30.44881955333456, -91.02452751893937 30.448652829230834, -91.02453165608904 30.448001257389762, -91.02451824785726 30.447774979532863, -91.02452612046196 30.447600822205416, -91.02452372311241 30.447467450159404, -91.0245221420959 30.447248371432412, -91.0245202073328 30.44702051190413, -91.02452032790421 30.446990786788596, -91.02452050800956 30.446893386737067, -91.02450730603275 30.446710643755864, -91.02452219340879 30.446295306808302, -91.0245216567661 30.44619235455346, -91.02451523819643 30.445640016400958, -91.02451488804451 30.44560865740579, -91.02451825436552 30.44558547002943, -91.02452121636605 30.44548507430492, -91.02451812708065 30.44539175030284, -91.02451554724054 30.445367276202564, -91.02451203570018 30.44489323733003, -91.02451551544418 30.44473048364858, -91.02451323968253 30.444538969861178, -91.0245028324338 30.44414670298307, -91.02450356120936 30.4441236140798, -91.02450993482147 30.444012891120682, -91.02450740805762 30.44393454747259, -91.0244269622339 30.442607977786277, -91.02439560166036 30.44203750485425, -91.02440981017345 30.441119198465504, -91.02445700585248 30.438068993120517, -91.02455794344843 30.43804335616713, -91.04090721410776 30.433966734123516, -91.04123911105891 30.43388398783005, -91.04157147840809 30.43380110191756, -91.04590236975082 30.432716759907198, -91.05207984601641 30.431170081006155, -91.05286683663202 30.4309730394062, -91.05469849646306 30.430517377687146, -91.05653015711216 30.430061714930865))",FAIRWOOD,EAST,6439,12
1,"POLYGON ((-91.13015360411372 30.467575033420495, -91.13014404658031 30.467410603038942, -91.12989198617002 30.467079587267953, -91.12963992744278 30.466748570082242, -91.12912906524745 30.466058029012693, -91.12832237088602 30.464972084742925, -91.12825341382504 30.46485911832488, -91.12822184175752 30.46480137534924, -91.12819026972859 30.464743631463023, -91.12816166482816 30.464684738416185, -91.1281330599598 30.464625846264216, -91.12808189858083 30.46450598933387, -91.12803688504742 30.464384299883083, -91.1279981032102 30.464261008979424, -91.12796563064997 30.464136357602815, -91.12795258049954 30.46407347260853, -91.12793953036747 30.464010586709733, -91.12792969056558 30.463947263776607, -91.12791985077622 30.463883940841622, -91.12790667793722 30.4637570903768, -91.12785692729851 30.46266278362559, -91.12780717879797 30.461568476505498, -91.1277772584766 30.46091033387813, -91.12773926455958 30.460265139601816, -91.12772926452833 30.460047148108732, -91.12764741197445 30.45826270498784, -91.12764240468191 30.458153546790243, -91.12759245463461 30.45679396395043, -91.1275743666403 30.456290678555515, -91.12750258661386 30.45460971918952, -91.12744724019717 30.45390795888545, -91.1274230563072 30.453601322017118, -91.12740041506494 30.452574181297425, -91.12739694430672 30.452416751472956, -91.12741033781477 30.451977880440996, -91.1274365346823 30.451119442676244, -91.1321807708522 30.450964660379206, -91.13307948865341 30.450935320115917, -91.13609314495449 30.450836889968276, -91.13905339368499 30.450733843819336, -91.13906049397767 30.450911380640722, -91.13911424950797 30.452255608949958, -91.13911732069253 30.45233245700518, -91.13918265224176 30.453947604760568, -91.13923101538815 30.454684702199106, -91.139265526828 30.455210688475994, -91.13926598718554 30.455220211482548, -91.13931824858231 30.456476443600227, -91.13933267938464 30.456823326988058, -91.13936685899667 30.457644496370012, -91.13946250451171 30.459942282652975, -91.13948616392045 30.460510671385013, -91.13953972690454 30.460817691205428, -91.13955737067066 30.461202900826716, -91.13956540624083 30.461367854486845, -91.13957127788392 30.461495517660023, -91.13957714954033 30.461623181730296, -91.13958144816651 30.46174104604535, -91.13959896113766 30.46222118350254, -91.13960004907632 30.46234028976239, -91.13960006535439 30.46234208672108, -91.13961336962942 30.46256282067106, -91.13962667396359 30.46278355460547, -91.13973812139545 30.465298166846257, -91.13973175195999 30.465329932211205, -91.13972538356178 30.46536169757709, -91.13975644949512 30.466078709396147, -91.13979360899276 30.46690998312024, -91.13979917463323 30.46700209757807, -91.13979856669128 30.46701961046445, -91.13982445485728 30.4675892090859, -91.13983130891273 30.46774000083017, -91.13986745534376 30.468562727294692, -91.13989780828616 30.46925654503827, -91.13990469844711 30.469414041871627, -91.13991228339687 30.469533516400887, -91.13994060715225 30.469981518606616, -91.13994089684876 30.46998409535252, -91.13994804535778 30.470032037487208, -91.13995519387198 30.470079980522847, -91.139973456514 30.470164145430328, -91.13999899943843 30.47025376769371, -91.1401188761667 30.47057984577492, -91.13926148715116 30.470613372871284, -91.13886524893724 30.470634951314654, -91.13819552117799 30.470655733927707, -91.13809870748305 30.4706605263259, -91.13760990622043 30.470692652136105, -91.13713267669031 30.470721142611797, -91.13690535577852 30.470733092411006, -91.13665505190927 30.47074504373465, -91.13633426594359 30.470758756935457, -91.13630483896615 30.470759717118092, -91.1351997106887 30.470790733315066, -91.13510433600118 30.470793411217063, -91.13148844887363 30.47089482567931, -91.13129733966464 30.470898710546603, -91.1310941612412 30.47090017085702, -91.13019988397883 30.470902985396535, -91.130198458657 30.470646339661954, -91.13017841435907 30.469977903828546, -91.13017768811969 30.469966896510694, -91.1301866120787 30.4696747429285, -91.13019445113751 30.469418068027625, -91.13018064196135 30.468850864165137, -91.13017911380064 30.468723368073853, -91.13017758564384 30.468595871977733, -91.1301767922675 30.468529648591314, -91.13016279871087 30.468003283003974, -91.13015360411372 30.467575033420495))",EAST FAIRFIELDS/MELROSE PLACE,MID CITY,3281,10
2,"POLYGON ((-91.12759245463461 30.45679396395043, -91.12764240468191 30.458153546790243, -91.12764741197445 30.45826270498784, -91.12772926452833 30.460047148108732, -91.12773926455958 30.460265139601816, -91.1277772584766 30.46091033387813, -91.12780717879797 30.461568476505498, -91.12785692729851 30.46266278362559, -91.12790667793722 30.4637570903768, -91.12791985077622 30.463883940841622, -91.12792969056558 30.463947263776607, -91.12793953036747 30.464010586709733, -91.12795258049954 30.46407347260853, -91.12796563064997 30.464136357602815, -91.1279981032102 30.464261008979424, -91.12803688504742 30.464384299883083, -91.12808189858083 30.46450598933387, -91.1281330599598 30.464625846264216, -91.12816166482816 30.464684738416185, -91.12819026972859 30.464743631463023, -91.12822184175752 30.46480137534924, -91.12825341382504 30.46485911832488, -91.12832237088602 30.464972084742925, -91.12912906524745 30.466058029012693, -91.12963992744278 30.466748570082242, -91.12989198617002 30.467079587267953, -91.13014404658031 30.467410603038942, -91.13015360411372 30.467575033420495, -91.13016279871087 30.468003283003974, -91.1301767922675 30.468529648591314, -91.13017758564384 30.468595871977733, -91.13017911380064 30.468723368073853, -91.13018064196135 30.468850864165137, -91.13019445113751 30.469418068027625, -91.1301866120787 30.4696747429285, -91.13017768811969 30.469966896510694, -91.13017841435907 30.469977903828546, -91.130198458657 30.470646339661954, -91.13019988397883 30.470902985396535, -91.12990656164195 30.470918281257948, -91.12915441942043 30.47095750202351, -91.12899804761189 30.470965319704764, -91.1287718799414 30.4709717690949, -91.12722034601197 30.471017238355767, -91.12712284706559 30.471020094825437, -91.12572844675334 30.471060940987705, -91.12571612954893 30.471061130036198, -91.12487574876329 30.471064065328658, -91.12391273906078 30.471086349144443, -91.12425854218493 30.470902284951713, -91.1227107479089 30.470960519387155, -91.12250084875251 30.470678698345367, -91.122351732406 30.470503255332478, -91.12202973518328 30.47007615338169, -91.12194920511642 30.46994967303588, -91.11923666304725 30.466297719476277, -91.11910461885267 30.466120251574015, -91.11736486253703 30.463781943257242, -91.11664411129107 30.462856706072415, -91.11631271250927 30.462414761672616, -91.11627624713142 30.462346321770873, -91.1162183353099 30.462237623085997, -91.11527822248368 30.460965285764225, -91.11475105395705 30.460251088738957, -91.11472879174195 30.460220933414487, -91.11468426839366 30.46016062275504, -91.11381736067291 30.458986333698814, -91.11374819822377 30.45889505590236, -91.11367903902762 30.458803777170356, -91.11367307513008 30.458792217072272, -91.11349017414344 30.45854402603951, -91.11333540739393 30.45836114500874, -91.11323538705041 30.458232487644974, -91.11292690571484 30.457809005293182, -91.11286451038376 30.45770492517049, -91.11283331366143 30.457659983093862, -91.1127232783819 30.45750146880117, -91.11266243492115 30.457403491910885, -91.11260706885759 30.457303085814996, -91.1125596920386 30.457205725812454, -91.11252996139962 30.45713658336587, -91.11250458219772 30.457087128800655, -91.11245969664846 30.456988205104402, -91.11241747311429 30.456876913842628, -91.11239698766602 30.45681356550909, -91.11238278622288 30.456764275722644, -91.11237098887455 30.456718817465337, -91.11235560831493 30.456650543285868, -91.11233592317636 30.456535972699726, -91.11232445865787 30.45642803168063, -91.11231984217811 30.456331941869653, -91.11232683956887 30.455968475772423, -91.11228850478714 30.454203590797075, -91.11228359879792 30.45408654064976, -91.11218861768239 30.4518207420748, -91.11218174449586 30.451656746170766, -91.11500062354006 30.451552190480538, -91.11696293205691 30.4514793708972, -91.11745875112626 30.45146096681546, -91.1184369320914 30.451424653515787, -91.11844235097688 30.451424452135843, -91.11988732235002 30.451370795414963, -91.12106690166463 30.451326982748842, -91.12286336584683 30.451268480774626, -91.12512278922213 30.45119486697295, -91.12537127648268 30.451186768455383, -91.1274365346823 30.451119442676244, -91.12741033781477 30.451977880440996, -91.12739694430672 30.452416751472956, -91.12740041506494 30.452574181297425, -91.1274230563072 30.453601322017118, -91.12744724019717 30.45390795888545, -91.12750258661386 30.45460971918952, -91.1275743666403 30.456290678555515, -91.12759245463461 30.45679396395043))",SMILEY HEIGHTS/MELROSE EAST,MID CITY,4430,10
